name,total
"Mr. Rodney KilbackGoldner",5
"Mildred StehrBaumbach",7
"Lyle MaggioVolkman",2
"Allison FisherWard",9
"Juan BaumbachBosco",5
"Rose Simonis IIIDurgan",5
"Ms. Dominic DooleyCronin",13
"Marguerite GulgowskiBecker",13
"Kirk MarksO'Hara",4
"Christian HellerQuigley",6
"Stacy Waelchi IISenger",7
"Melody HaneLittle",10
"Erma MurphyHermann",5
"Ollie ReingerProhaska",6
"Carol ChamplinShanahan",4
"Guadalupe JonesYost",10
"Jacquelyn SchambergerFriesen",6
"Jonathon MertzRogahn",8
"Pablo BergeDaniel",9
"Jackie TerryBoehm",7
"Della CronaFerry",5
"Sophia LockmanBednar",6
"Neal GoodwinMiller",10
"Jerald SchmelerMoen",4
"Stuart SmithFahey",9
"Gina MonahanBergstrom",3
"Virginia DuBuqueQuigley",10
"Michael SengerCarter",8
"Troy BlickSchaefer",5
"Sheri Ondricka DDSRippin",9
"Courtney ConsidineBogisich",9
"Brandy WehnerGreenholt",4
"Jack ShanahanWisoky",7
"Beverly LarsonDuBuque",4
"Gilbert BuckridgeStark",7
"Shelly KulasTowne",8
"Wilfred JohnstonKunde",9
"Lola KuhlmanRoob",7
"Michael KilbackAdams",10
"Lamar QuitzonHauck",7
"Nathaniel HackettMoore",7
"Miss Kristy UptonBernhard",8
"Dr. Courtney HalvorsonPfeffer",2
"Brittany BergstromKihn",9
"Lucia BergnaumThompson",5
"Clay RyanGerlach",7
"Ms. Alyssa GulgowskiLemke",7
"Victoria LindgrenGulgowski",6
"Evelyn EmardDoyle",9
"Dean McDermottDach",11
"Abel SawaynKshlerin",5
"Kirk LindFranecki",6
"Bert ZiemannHills",5
"Sonja CronaMosciski",3
"Jay LangoshJerde",6
"Ms. Holly EmardSpinka",4
"Cindy MedhurstLockman",14
"Viola OrtizBoyle",8
"Erick ReynoldsErdman",11
"Maxine PagacBoyle",5
"Rickey DuBuqueOkuneva",6
"Edwin HermistonHerman",6
"Bernard HarrisHermiston",6
"Eunice HyattZieme",5
"Gail StantonBergnaum",5
"Oliver FramiZulauf",7
"Felipe SchowalterThiel",8
"Angie BashirianLeuschke",5
"Jordan BrekkeHarvey",9
"Carmen LindgrenWilliamson",8
"Rhonda SchaeferSatterfield",7
"Cynthia KovacekHintz",5
"Lewis HarveyBerge",10
"Herbert DickiCasper",8
"Janie WilkinsonGlover",12
"Rosemarie AbernathySauer",10
"Miss Kristie KemmerBeier",8
"Grady JaskolskiNicolas",5
"Gladys HarberNolan",7
"Shawna TerryPaucek",5
"Mrs. Candace RogahnHills",7
"Rosa BergnaumLedner",10
"Blanca HarberWeimann",5
"Sherri WelchWelch",10
"Dennis StokesEmmerich",7
"Veronica PaucekVon",6
"Thelma KrajcikJohnston",11
"Bernice CartwrightTerry",6
"Cecelia PadbergHirthe",3
"Sandra Harris IVBaumbach",6
"Miss Randal SchillerSwaniawski",6
"Agnes ErnserWeimann",10
"Edgar WatsicaMayer",8
"Ms. Gordon PfefferZboncak",8
"Ms. Guillermo MullerBeatty",7
"Warren GrahamOrtiz",1
"Jennifer BernhardWard",2
"Saul ManteWitting",5
"Sherry McLaughlinHoeger",9
"Lora CollinsRice",8
"Courtney HellerBlanda",9
"Jo StarkRath",5
"Ronald GaylordStroman",5
"Frederick McDermottCartwright",9
"Gary Douglas PhDConnelly",10
"Dianna Walker Sr.Breitenberg",4
"Christopher PollichOsinski",7
"Lee RoweMarvin",4
"Frank Steuber IIStracke",8
"Irene GrantArmstrong",9
"Dewey StantonJenkins",5
"Olga Anderson Sr.Heller",7
"Raul ReingerBorer",6
"Wilson Gerlach MDBernier",7
"Troy Denesik IIISauer",9
"Muriel Streich Jr.Robel",3
"Bessie CummingsStreich",3
"Loren Rau DVMWaelchi",6
"Mr. Robert KihnGaylord",5
"Sylvia Quigley IVCole",9
"Manuel SmithRenner",5
"Sue TreutelSpencer",9
"Armando LeuschkeThompson",7
"Elaine StarkRohan",7
"Lora Satterfield Jr.Jenkins",7
"Mrs. Otis WhiteSchroeder",12
"Juana O'HaraHessel",7
"Dianna StammStracke",5
"Roosevelt DurganBreitenberg",5
"Jessie HammesWiza",8
"Mr. Cornelius WolffDaugherty",6
"Oliver SpinkaWitting",6
"Willie HettingerFeest",4
"Miss Earnest HintzRippin",5
"Marcella MaggioKreiger",6
"Gregg GerlachWolf",9
"Alejandro FeestGreenholt",4
"Mabel ErdmanRobel",8
"Tom BodeLeuschke",5
"Rodney FraneckiBashirian",4
"Melinda BoyerMaggio",6
"Ernest FarrellNicolas",5
"Dixie BlandaMuller",11
"Rene BoehmCrona",5
"Elena Nitzsche DDSBergnaum",12
"Emily MacejkovicLedner",9
"Earnest HerzogWest",5
"Alonzo YundtBrekke",8
"Faye ConsidineGorczany",8
"Timmy Cassin VPredovic",6
"Miss Roland JohnsHyatt",7
"Mona AltenwerthPfeffer",5
"Salvatore BlickPrice",5
"Cary HickleBradtke",5
"Marie SengerHerzog",3
"Jacqueline SchadenFerry",9
"Pamela SchummCruickshank",8
"Johnnie LefflerLebsack",11
"Jerome BrakusHilll",9
"Mr. Nora BatzCrist",6
"Mr. Alex MonahanSchumm",9
"Antonia SauerKutch",5
"Elena Hintz MDMurazik",9
"Woodrow Boehm IIIHermann",10
"Kim LynchBoehm",6
"James Medhurst DDSKeeling",4
"Michael SmithBuckridge",4
"Marian BlandaSchowalter",5
"Ida KlockoKovacek",7
"Leticia O'ConnerWillms",15
"Boyd PriceSchaden",7
"Leah Rath Sr.O'Connell",7
"Stewart StarkReynolds",5
"Alfred Fadel IHaag",5
"Lewis HyattStroman",5
"Charlie RathHeaney",9
"Viola Beatty DDSEffertz",9
"Bethany ZemlakDoyle",5
"Velma HarberNader",5
"Anita Zboncak DDSWilliamson",10
"Bobby SatterfieldWindler",7
"Nancy CummerataSawayn",5
"Veronica SipesGreenholt",9
"Nicolas OberbrunnerWyman",5
"Matt PadbergBrakus",8
"Guadalupe WeissnatMueller",9
"Penny McLaughlinGleason",6
"Mable StammSpinka",4
"Marguerite BechtelarBraun",6
"Jodi SchowalterSchmeler",3
"Chester BlockNienow",4
"Ruben LubowitzHalvorson",7
"Josefina PaucekReinger",5
"Dr. Neil MitchellKozey",3
"Janet ErnserKautzer",7
"Matthew WindlerThiel",10
"Mike Beer IIMann",7
"Colleen CarterGerhold",7
"Brooke WilliamsonGorczany",7
"Annette Raynor IVGreen",3
"Ernesto LangSawayn",8
"Mrs. Mathew ZboncakGutkowski",5
"Doris OrnDare",5
"Catherine WintheiserKerluke",7
"Salvador CroninAuer",11
"Amelia DaughertySchaefer",7
"Bobby Abbott IAufderhar",6
"Nora HansenWaelchi",5
"Laura CollinsDooley",5
"Nick Bayer PhDHarber",6
"Charlie Schuppe Jr.Lakin",5
"Kathy LangoshYost",3
"Sophia LittleConroy",7
"Angelina MedhurstWehner",7
"Kenneth Purdy ISchneider",5
"Raul CroninHeidenreich",4
"Erma FeestZemlak",7
"Doug KossStehr",6
"Gilbert MaggioStark",5
"Wilma Abshire Sr.Hettinger",10
"Leigh HuelsO'Hara",8
"Elmer WatsicaWilliamson",6
"Jimmie JaskolskiBahringer",5
"Jody Ziemann MDDooley",3
"Bertha HayesBarton",6
"Eugene SchneiderCormier",5
"Wesley BuckridgeBoyle",10
"Leslie BergstromRussel",5
"Kevin AndersonRowe",5
"Vicky Harris Sr.Abbott",4
"Samantha SauerKohler",5
"Lillie Ratke DVMMoen",7
"Bernice KulasGutkowski",5
"Rochelle MarksTerry",5
"Pauline WildermanZboncak",6
"Tiffany TurnerRenner",5
"Kara DareMcKenzie",4
"Elizabeth HeathcoteZulauf",6
"Colin StromanSchaefer",2
"Celia ZboncakZiemann",8
"Natasha NitzscheGulgowski",7
"Merle HamillHayes",8
"Wm CroninCartwright",7
"Byron VandervortHomenick",5
"Mona FunkBogan",10
"Ms. Pete JohnsSchimmel",6
"Tyler Hermiston MDCasper",6
"Kristie KautzerSchaefer",3
"Norma TorpConnelly",8
"Ralph Carroll VLesch",3
"Mrs. Marlon TreutelDare",12
"Derrick Kautzer IAltenwerth",7
"Gary MrazRitchie",5
"Lorene GleasonToy",4
"Randal KuvalisSchiller",2
"Angie CormierKuhlman",8
"Pablo RosenbaumHeller",4
"Valerie VonGerhold",5
"Jesus HarveyVeum",8
"Ellis Gorczany Sr.Jacobson",6
"Albert SipesAbernathy",8
"Pamela MullerWolf",4
"Cathy KoeppHayes",7
"Rolando WeimannSchmidt",5
"Raul ErdmanMoore",8
"Carole HammesShields",8
"Gilbert Witting IIFeil",9
"Delbert BreitenbergMertz",4
"Dr. Betty ProhaskaBalistreri",4
"Dennis Vandervort IIRomaguera",5
"Mona BuckridgeMosciski",3
"Johnny KirlinCummings",7
"Jeremiah SauerStamm",8
"Terrell HesselKrajcik",6
"Meredith CollinsBrekke",4
"Hazel Carroll DVMShanahan",10
"Kimberly OndrickaBotsford",5
"Sonja PacochaHirthe",5
"Mr. Alan MacGyverDonnelly",11
"Viola BernhardSawayn",5
"Jack BartonAbshire",4
"Alexandra MarksBahringer",9
"Tina Powlowski IGerlach",6
"Yvonne PowlowskiChristiansen",9
"Herbert TurcotteFarrell",5
"Evelyn LarkinSchaden",6
"Dr. Doug WatersMertz",4
"Dale VonHegmann",7
"Gilbert Gulgowski PhDOberbrunner",4
"Rebecca TrantowRodriguez",7
"Max MarquardtPfeffer",7
"Rosie CristCronin",9
"Caroline BrakusRatke",4
"Antonia MuellerHowell",7
"Carroll KuvalisRaynor",5
"Jerome Botsford Sr.Dietrich",6
"Bradford Gislason IICronin",6
"Gabriel WunschStiedemann",5
"Miss Ana KulasNienow",8
"Aaron DickensSatterfield",7
"Ramona ErnserKuhlman",8
"Lindsay HoegerCarter",7
"Lee ShieldsBogisich",6
"Marcus FeeneyLehner",8
"Barry GreenholtBauch",5
"Miss Irene KerlukeJaskolski",6
"Katie MedhurstSchaefer",3
"Aaron BrekkeHoppe",5
"Kent Ruecker IVWeissnat",8
"Charles WunschCremin",7
"Lorena DibbertRohan",5
"Mr. Daryl RomagueraBlick",6
"Muriel AbernathyKozey",8
"Maria JenkinsProsacco",3
"Antonia HettingerGreen",9
"Dana CronaKlocko",9
"Daisy CarrollTorp",7
"Colin BreitenbergKulas",11
"Sherri ReynoldsFerry",12
"Brittany RogahnBeahan",6
"Lena PourosHeaney",4
"Dave MertzHoppe",6
"Dr. Simon LindgrenO'Reilly",7
"Hazel MonahanCole",11
"Kate HansenLubowitz",10
"Willis OlsonBailey",5
"Angela JaskolskiZemlak",9
"Candace Johnson MDKunze",7
"Rene BuckridgeDare",7
"Irene SchmittStroman",5
"Casey RusselHyatt",8
"Brandy HettingerPurdy",12
"Gina DachFahey",4
"Wendell WunschGrant",7
"Frances KassulkeSchimmel",7
"Olive VonRuedenPredovic",8
"Beth HaleyHermann",7
"Mr. Craig HeidenreichLeannon",5
"Manuel EffertzRobel",8
"Sonia RodriguezWeber",12
"Ginger HermannCrist",10
"Hope RunolfssonWisoky",8
"Krystal RusselJacobi",6
"Frances VandervortDicki",5
"Vernon BoehmWest",3
"Tanya Kreiger IVMetz",9
"Alexis MacGyver Sr.Lesch",6
"Janis OkunevaKirlin",7
"Benjamin RyanDouglas",6
"Mr. Allison BrakusJacobs",4
"Barry ConsidineLuettgen",11
"Christie DickinsonBergstrom",5
"Felicia WiegandDibbert",3
"Stella DouglasPrice",8
"Mark CarterSchroeder",6
"Pam OrnWyman",8
"Kim LindgrenMoen",4
"Dianne Purdy PhDCorkery",8
"Raquel LarsonKilback",8
"Janet HackettJohnston",6
"Clara HudsonBergnaum",5
"Roberta GloverTurcotte",2
"Pablo Johnson IIIKling",10
"Carolyn EffertzOlson",4
"Caleb HamillHilll",2
"Bridget FramiJenkins",12
"Leroy MertzMetz",3
"Bridget BechtelarJaskolski",9
"Estelle Ratke MDZiemann",6
"Lyle SchultzJerde",6
"Anne MuellerDoyle",9
"Mercedes Fahey Sr.Dickinson",5
"Antonia JastYundt",8
"Earl PredovicTrantow",4
"Mr. Terrance DanielSchoen",5
"Ronnie Robel IBeer",5
"Miss Cary EffertzDibbert",5
"Catherine ConsidineLeannon",7
"Nettie LittleTowne",9
"Mary McLaughlinGleason",7
"Kim NienowWindler",8
"Sabrina MarquardtKonopelski",4
"Helen ShanahanUllrich",8
"Derrick MooreVeum",9
"Dustin MohrBernhard",2
"Cora FeestVeum",7
"Margaret RusselRowe",10
"Christine MayerHamill",5
"Allen MitchellLehner",7
"Belinda JerdeLeuschke",8
"Tamara ReynoldsEmmerich",4
"Kevin NitzscheHudson",4
"Courtney RunteMacejkovic",4
"Rosemary BeahanMaggio",5
"Dallas GrahamLang",5
"Arturo KubMedhurst",6
"Paulette BartolettiReinger",5
"Shari ConnRitchie",3
"Antonio TurcotteWisoky",8
"Mrs. Randolph LindgrenKautzer",6
"Marlene GreenholtWelch",4
"Katherine MarvinLeffler",4
"Andre WeimannRaynor",5
"Lorene ErdmanFahey",3
"Elena VandervortKlein",7
"Frederick KoelpinHagenes",3
"Clifford KunzeRunolfsson",11
"Nicholas Lindgren IVKshlerin",10
"Emma Lubowitz Sr.Christiansen",8
"Alexandra SchneiderShields",5
"Salvatore Kerluke ITurner",4
"Elsie CormierFeil",5
"Vicky GibsonKutch",6
"Stacey McGlynnTorphy",7
"Myra BreitenbergOlson",7
"Jacob O'HaraAbernathy",6
"Linda SchmittBins",6
"Don SchinnerCrona",7
"Henrietta SchultzKilback",6
"Cody KemmerZiemann",7
"Ismael McDermottSchuster",9
"Richard BaileyRippin",11
"Mr. Tracy StrosinGreenfelder",6
"Geraldine FlatleyBreitenberg",4
"Gladys SchuppeEffertz",10
"Dennis HalvorsonZulauf",6
"Francis KleinBeatty",4
"Cindy VeumEmmerich",8
"Jesse ZulaufCummings",7
"Rebecca LockmanNikolaus",8
"Stewart Raynor DDSSpencer",8
"Andre FriesenLedner",7
"Aubrey TerryKutch",5
"Barry HarrisLangworth",8
"Antonio PfefferKshlerin",10
"Jenna HettingerTreutel",6
"Max VolkmanDavis",7
"Kendra WeissnatLind",9
"Israel MaggioJerde",7
"Sandy BrakusGottlieb",6
"Alberta ArmstrongRoob",7
"Roland KundeRunolfsdottir",4
"Ray ZiemeErdman",13
"Julius PacochaZulauf",11
"Bethany TowneCollins",7
"Casey Quigley Sr.Cremin",8
"Orville RathSchmidt",3
"Guadalupe ConnLehner",5
"Joseph Lind IThiel",7
"April StarkSchaefer",3
"Maggie DoyleKub",6
"Carla DanielStamm",5
"Monica GrimesHegmann",7
"Chelsea WelchParisian",4
"Jerry WalterOndricka",7
"Roberta BogisichAnderson",10
"April KlingMoore",7
"Myra StrosinKassulke",8
"Pauline Corwin IVMills",8
"Mindy MannFerry",10
"Sharon Douglas Jr.Volkman",8
"Morris MarvinStark",6
"Dr. Kristy ReingerMorissette",9
"Jamie WillmsSchultz",6
"Ebony BradtkeOkuneva",8
"Jacqueline UptonMonahan",9
"Ronnie ToyMayer",10
"Noel Dare DVMStark",3
"Carlton HeaneyEffertz",8
"Jay WilliamsonHartmann",7
"Ms. Mathew StreichKiehn",4
"Christian TowneGraham",14
"Mathew BoganBotsford",8
"Christy SipesSchiller",6
"Mrs. Luther O'KonGoyette",5
"Joyce KoeppKshlerin",4
"Eula SchusterBuckridge",3
"Jerry BoyerBins",4
"Jamie Schmeler IIIHintz",3
"Meghan UllrichZemlak",7
"Wayne HuelsUpton",11
"Elsie StokesWisozk",9
"Essie StantonJakubowski",7
"Emanuel CreminGreen",7
"Denise RosenbaumPredovic",10
"Guillermo Stroman DDSDaugherty",10
"Dave Gutkowski MDHayes",9
"Ms. Mattie DibbertRoob",4
"Otis TorpBarrows",4
"Violet GoyetteHackett",8
"Ernesto WizaHerzog",3
"Max NikolausParker",9
"Frank HintzHahn",6
"Guadalupe VolkmanSchaefer",9
"Victoria WelchBerge",2
"Nina Stanton DVMEmmerich",4
"Alison WalshKulas",8
"Roy Cruickshank PhDGorczany",3
"Christie RatkeBreitenberg",10
"Vivian ToyVolkman",7
"Traci KeeblerKoch",7
"Alexandra KundeKeeling",6
"Gladys LittelO'Keefe",5
"Elsie BernhardCorkery",4
"Mrs. Arturo LakinNienow",6
"Julie Rogahn Jr.Herzog",8
"Benny Leffler Jr.Kirlin",11
"Cecelia BergnaumSenger",7
"Tracy MorarBuckridge",3
"Mathew DanielSpencer",4
"Leon WehnerGibson",9
"Jim EmardKemmer",7
"Lamar MedhurstBartell",7
"Evelyn JakubowskiBraun",6
"Alonzo SchimmelMohr",5
"Garry BruenMorar",5
"Phillip MetzBins",5
"Vicki DavisGottlieb",6
"Jeannette YostCassin",4
"Mrs. Vicky MosciskiFrami",5
"Paula WehnerVonRueden",7
"Christie TorpLeannon",6
"George GrimesZboncak",5
"Patti BlickQuigley",7
"Lowell StantonJohns",9
"Marcia BaileySchowalter",6
"Lucia FeeneyOndricka",12
"Delbert ThompsonDoyle",8
"Emma WestKautzer",4
"Marta BechtelarSchmitt",5
"Eloise RauWilkinson",4
"Jean MitchellDavis",5
"Joe BinsMarvin",8
"Rosa BoganKutch",8
"Luke HoegerDaugherty",9
"Ebony WilliamsonWaelchi",7
"Donald KossHaley",5
"Julian O'Reilly DDSGislason",10
"Colleen SchneiderMetz",3
"Domingo FayRaynor",5
"Ignacio DouglasKoss",8
"Edmund PfefferFranecki",5
"Molly HayesGaylord",9
"Lamar KerlukeRosenbaum",4
"Allan Kris DDSWill",6
"Kari SchummWintheiser",9
"Lydia HomenickJones",8
"Lana WalterLuettgen",12
"Neal AbshireWolf",4
"Genevieve MillerMurray",3
"Moses RunteFranecki",7
"Mattie WilkinsonO'Keefe",6
"Erin ProsaccoKeebler",4
"Joan KoeppKshlerin",4
"William BergstromHeathcote",4
"Elbert LegrosBeer",4
"Willie BrownHintz",5
"Lindsay DaughertyBahringer",8
"Perry GrantWest",5
"Ms. Terry CormierPfeffer",4
"Chester WatsicaGleason",6
"Marilyn SchadenO'Keefe",3
"Hugo GloverZemlak",6
"Bradford Barrows IIHudson",3
"Mercedes SchoenCummerata",5
"Bernard WunschKonopelski",3
"Jesus Von PhDMayert",8
"Nadine JonesWilderman",6
"May KautzerDibbert",8
"Glen O'HaraMcClure",7
"Erin PagacGreen",7
"Samuel ThielFranecki",9
"Ms. Lucille FerryAnkunding",5
"Marlene McKenzieErdman",6
"Kellie HackettLegros",9
"Wallace GislasonDonnelly",10
"Caroline WuckertProhaska",4
"Marilyn LindSchulist",6
"Faye HauckZemlak",8
"Clifton MacGyverLabadie",4
"Lynn UptonMcDermott",7
"Bernadette MayerWiegand",6
"Myrtle HeidenreichMetz",4
"Lillie EmardBartell",7
"Hubert BreitenbergHane",7
"Jonathan GaylordFeil",8
"Lorena GottliebLarson",7
"Terry HodkiewiczEmard",6
"Miss Janet DenesikKeebler",4
"Angelica BreitenbergVolkman",10
"Miss Lynn SkilesRolfson",5
"Amelia MurrayPacocha",10
"Freda BoscoLang",5
"Keith ColeJones",12
"Rudy OndrickaHuel",3
"Clint BahringerRyan",4
"Lionel KassulkeBatz",3
"Brandi SipesDenesik",8
"Kathryn ZiemeSauer",9
"Frank SchulistRice",7
"Antoinette GloverGleason",7
"Rudy TrantowFadel",5
"Roberto FarrellQuitzon",3
"Brooke GoodwinSwift",6
"Nora EbertTorphy",8
"Mercedes LoweLangosh",9
"Delbert FraneckiJerde",4
"Jim SpinkaMcLaughlin",9
"Lila ParisianHagenes",3
"Irvin McGlynnSchuster",6
"James CummingsSwift",3
"Carlos BoscoLebsack",2
"Arnold Schroeder VWitting",5
"Bill LittelReichel",9
"Arturo MorarStamm",5
"Calvin Murray Jr.Gerlach",7
"Erick Schaefer ISchulist",3
"Kendra Aufderhar VMarvin",5
"Hector RaynorSchiller",5
"Jeffrey MorissetteBarton",7
"Al ThompsonO'Hara",5
"Felix Hilpert IITremblay",2
"Shawn BraunWilliamson",6
"Tiffany O'KeefeRuecker",8
"Henrietta MorarBoyer",8
"Miss Guillermo BaumbachBoyer",6
"Sally NicolasCarroll",8
"Katie KshlerinJaskolski",5
"Timothy WildermanRolfson",3
"Stella WelchHowell",3
"Marcia DanielCummerata",5
"Ruby SimonisStamm",4
"Jean FunkBins",7
"Jean MurrayReynolds",4
"Sara BrakusSchinner",6
"Agnes BeahanDooley",8
"Connie PriceFay",6
"Wendell Mayer VBartell",6
"Spencer SchimmelNolan",4
"Angela HarberJacobi",7
"Roderick McGlynnMacGyver",8
"Larry RaynorRice",7
"Louise EffertzBosco",7
"Judith DonnellySporer",7
"Jared LangoshBashirian",6
"Cristina Schiller Sr.Murphy",10
"Miss Heidi WindlerSmitham",4
"Julius HoweYost",9
"Whitney FayBeahan",11
"Carrie TurnerEbert",9
"Ken CarterHarber",8
"Benny GreenfelderNikolaus",8
"Barry GreenKuhic",5
"Chester WalterBoyer",3
"Sammy DavisRenner",5
"Katie LeannonSmitham",8
"Sally RitchieKemmer",6
"Dr. Anita KingKuvalis",7
"Nellie EffertzD'Amore",7
"Josh O'Keefe DVMBuckridge",6
"Lawrence DooleyVandervort",6
"Julia StantonWill",4
"Dave HansenLemke",7
"Agnes Spinka DVMFeil",6
"Charles BergeSchuster",6
"Ernesto DanielMraz",5
"Andrew Pollich DVMDouglas",6
"Amanda OlsonCronin",5
"Leon Kemmer IKuphal",4
"Lois FayFerry",8
"Lois QuigleyRogahn",10
"Jerome SengerBraun",5
"Roger KuhicTurner",7
"Kay MorarCartwright",5
"Luke ConnBoyle",2
"Priscilla WuckertJacobs",7
"Ana PacochaWitting",5
"Melinda Hayes DVMWolff",7
"Margaret HerzogKiehn",13
"Essie BlickBode",3
"Janie LednerJenkins",3
"Carole ReynoldsVandervort",4
"Leland KoeppGibson",4
"Eva ErnserBartell",5
"Lola KrajcikMurazik",6
"Bobby LubowitzMcLaughlin",5
"Pablo NienowWunsch",3
"Garry HoweVandervort",6
"Ms. Celia KrajcikPredovic",9
"Edwin MarvinGreenholt",7
"Tammy RunolfssonKreiger",5
"Victor O'ConnellMetz",5
"Leigh Herzog IVJenkins",10
"Cecil RomagueraKoepp",11
"Johnny LangworthGerlach",7
"Pat O'Kon IIWalter",5
"Clayton CassinHaley",4
"Gloria ParisianWeissnat",6
"Marshall DenesikKoch",7
"Ms. Priscilla StarkHoppe",11
"Kyle KrajcikCrona",4
"Hope MohrLang",3
"Dennis TrompBoehm",7
"Cecelia SchneiderKonopelski",11
"Hilda Considine Sr.O'Keefe",6
"Alejandro MorarNitzsche",5
"Johnathan Langworth MDKovacek",8
"Carroll LindYost",3
"Stephanie JastDoyle",5
"Bradford HerzogFadel",7
"Angelica DachSchumm",6
"Ms. Jody RippinBrekke",5
"Yolanda QuitzonReichert",7
"Ernest SteuberMcGlynn",4
"Francis DietrichSchiller",6
"Sonia BlickBrekke",9
"Todd TrompArmstrong",10
"Mrs. Sam GerholdFarrell",5
"Martha RobertsBernier",5
"Rickey GibsonReinger",8
"Mabel Thiel IKutch",7
"Anna HandTrantow",7
"Raymond FeestHaley",1
"Arnold LueilwitzRitchie",7
"Justin BorerBechtelar",5
"Mrs. Latoya HomenickRippin",3
"Tanya AnkundingTurner",15
"Jill PollichWehner",6
"Randolph BahringerWisozk",5
"Ramon BodeBergstrom",4
"Rebecca SatterfieldSimonis",7
"Rosemary StehrNader",5
"Elmer KoelpinSchmidt",7
"Pat GaylordHickle",3
"Alton O'HaraQuitzon",6
"Jessica RunolfssonHeaney",4
"Anna MonahanHeidenreich",4
"Tabitha LangworthSchmeler",5
"Marcus RomagueraProhaska",11
"Ivan McDermottWiegand",9
"Darren Graham PhDSchuster",9
"Earnest HeidenreichBarton",7
"Gladys AltenwerthNader",5
"Wade MitchellWiza",4
"Dixie MacejkovicBosco",5
"Jacob HintzStark",8
"Angelo MertzReilly",12
"Mark JenkinsConroy",6
"Lynette ChamplinWehner",3
"Katrina Hilpert IIHessel",9
"Dave ReillyFlatley",3
"Hattie MacejkovicRolfson",5
"Kurt Cole IIHoeger",6
"Martin HintzMills",5
"Fannie Jast DVMSchaden",3
"Alvin CroninTurner",12
"Geoffrey AnkundingBauch",9
"Duane RaynorHarris",7
"Martin WaelchiBrekke",8
"Ralph PagacMorar",5
"Wilfred BeattyAnderson",5
"Yvonne LakinWeimann",6
"Clark WildermanSpinka",9
"Ross PadbergAuer",7
"Elizabeth O'Conner PhDAufderhar",6
"Willie ZboncakAltenwerth",9
"Holly Williamson PhDErnser",5
"Lynette LebsackHarber",10
"Marlon GradyGrant",5
"Herman SwiftAltenwerth",6
"Bennie McKenzieEffertz",8
"Yvonne DickiHuels",6
"Alfred QuigleyPadberg",6
"Sherry SchimmelLang",3
"Gerardo NikolausGislason",11
"Mabel UptonBernhard",2
"Mr. Sonia SporerShanahan",7
"Ms. Winston HermannTreutel",7
"Lamar BlickHickle",13
"Carla LakinLind",7
"Jermaine ErdmanKunze",7
"Dennis NikolausTurcotte",6
"Marcos JastKunze",9
"Abel KerlukeLarson",5
"Julia LeschO'Conner",7
"Miss Peggy RobertsCollins",12
"Lynn DurganJones",10
"Frank McDermottFisher",10
"Todd KeelingPfeffer",5
"Mr. Kim KerlukeCrist",3
"Hector DeckowBlock",7
"Jacob BraunBeatty",6
"Janie MayertLedner",9
"Faith CassinZboncak",6
"Cody Hilpert IGrant",4
"Viola BergeLeffler",8
"Kerry Okuneva DDSMcKenzie",4
"Edith TremblayJerde",5
"Rudy EmmerichChamplin",5
"Russell BotsfordHettinger",4
"Mario KilbackJaskolski",6
"Patricia BogisichMarquardt",4
"Israel Auer MDKing",8
"Teri LittleLangworth",10
"Merle JohnstonMiller",6
"Mrs. Neil ReynoldsLebsack",10
"George WatersDietrich",5
"Annette WeberStrosin",6
"Delbert WindlerWhite",7
"Lillie SanfordRunte",10
"Donna MayerRolfson",6
"Randal SpencerBarton",7
"Fredrick MannBeier",9
"Mrs. Laurence MorissetteWalker",5
"Alton BlickHintz",10
"Van RathAnkunding",6
"Bradley WisokyBrown",4
"Benny WeimannEffertz",5
"Kurt Stark DVMBuckridge",7
"Miriam Wuckert DDSBoyle",8
"Bradley FunkWyman",4
"Gwen KertzmannBoyle",5
"Mr. Patricia ConnWeber",6
"Angela O'ReillyJohns",5
"Guadalupe WittingBechtelar",4
"Jean Monahan IVLakin",4
"Dr. Melody BalistreriBrakus",9
"Ivan TorpFisher",6
"Pearl LubowitzSchaden",11
"Raul CormierLeannon",8
"Theresa HeaneyBerge",4
"Randal TremblayJast",5
"Sidney EmardBeer",6
"Maggie QuitzonBins",2
"Reginald FraneckiBlock",9
"Darlene RolfsonJohnson",5
"Ismael EffertzLittle",7
"Cynthia ManteGibson",3
"Jack JacobsLuettgen",6
"Homer LednerDaugherty",11
"Randal RobertsCassin",7
"Margarita OrtizHauck",5
"Leah KutchGusikowski",3
"Guillermo BruenDoyle",8
"Kari RoobAdams",3
"Maxine LehnerMohr",3
"Luis SawaynBeahan",6
"Felix KerlukeHeathcote",5
"Norman StiedemannWunsch",5
"Tim LangoshQuitzon",7
"Johnnie BoganKerluke",6
"Marjorie YundtMarks",10
"Mr. Shelley LindMcClure",7
"Phil ConroyMitchell",4
"Alvin AnkundingMante",7
"Timmy CruickshankRowe",3
"Rene FriesenStokes",5
"Elizabeth HaagSenger",9
"Michelle HermanPagac",6
"Linda FriesenCassin",7
"Lewis GleasonGibson",8
"Inez HammesToy",4
"Fred BrakusRice",5
"Mr. Ben WindlerWehner",10
"Amber CormierCarroll",4
"Sonya NicolasFranecki",3
"Renee LindAdams",10
"Alejandro BaumbachBalistreri",4
"Lila RunolfssonHowell",10
"Miss Philip LarkinDavis",6
"Vincent TreutelBarton",12
"Mr. Edmund SawaynRau",7
"Antonia FramiCassin",7
"Rosa MorissetteBraun",8
"Joanna HansenStark",2
"Ernest ConnThiel",10
